Id,Domain,Group Title,KDB_Titel,Description_NL,Comments for Operators NL
3381,Payment Means RCB,Kredietkaart: Tarieven / Carte de crédit: Tarifs,Tarifering zichtrekening na annulatie of wijziging van de kredietkaart,"

Forfaitaire rekeningen
De nieuwe tarifering wordt toegepast vanaf de eerste werkdag van de volgende maand, indien de kleur van de rekening wijzigt naar aanleiding van:
annulering van de kaart
intrekking van de kaart 
 
Classic rekeningen en derde kaarten op forfaitaire rekeningen
 
De nieuwe tarifering wordt toegepast vanaf de eerste werkdag van de volgende maand in geval van onmiddellijke:
annulering van een kaart
intrekking van een kaart
wijziging van een kaart 
 
Bijgevolg dient de klant enkel te betalen voor de maand, waarin hij effectief gebruik heeft gemaakt van zijn kredietkaart.
 
White Account
 
30 dagen na annulatie van de kredietkaart(en) wijzigt de rekening naar een Blue-rekening.
​",
3386,Payment Means RCB,Kredietkaart: Tarieven / Carte de crédit: Tarifs,Recuperatiepremie kredietkaarten,"
 
Kostprijs
 
Het aangerekende bedrag is 125 euro ongeacht of de kaart ingehouden wordt bij een handelaar, geldautomaat in het binnen- of buitenland.
 
Wordt enkel aangerekend bij blokkering bankveiligheid : rekening onregelmatig en geblokkeerd, schrapping mandataris, intrekking wederzijdse volmacht...
 
Informeer de kaarthouder hierover. Om deze kosten te vermijden recupereert u de kaart bij de rekeninghouder en/of kaarthouder.
​",
3391,Payment Means RCB,Kredietkaart: Saldo - Verrichtingen / Carte de crédit: Solde - transactions,Terugstorting op de kredietlijn van de kredietkaart,"

Principe

Worldline stort een terugbetaling van een  leverancier (tegoed klant ) op de kredietlijn van de kaart van de klant .
 
Actieve kaart en regelmatig gebruik ? Dit bedrag wordt verrekend met de eerstvolgende uitgavenstaat kredietkaart.

Opmerking : bij positief saldo na verrekening met de uitgaven blijft het bedrag beschikbaar op de kredietkaart tot de volgende uitgavenstaat !
   

Wanneer mail sturen naar BO voor overboeking van positief saldo 

kaart is geannuleerd/geblokkeerd, zonder vervangingkaart is nog actief, maar klant zal deze niet direct gebruikenDe nieuwe kaart heeft een andere kaartrekening  (= interne rekening bij Worldline )Opmerking: Dit kan wel een paar weken duren.

  Indien de zichtrekening zelf ook is geannuleerd stuurt het agentschap een mail naar BO met opgave van de rekeningnummer (al dan niet extern) waarop het tegoed kan worden gestort
 
Wanneer gebeurt dit automatisch 
 
Nieuwe kaart met dezelfde kaartrekening (=  interne rekening bij Worldline ) heeft EN met deze kaart zijn al transacties gebeurd, dan wordt het positief bedrag verrekend via de uitgavenstaat van de nieuwe kaart
 ​ 
 
 Link InSite :Consultatie kredietkaarten ",
3415,Payment Means RCB,Debetkaart: Wijzigingen / Carte de débit: Modifications,Toevoegen diensten op een bestaande debetkaart,"

Procedure
Voer via Foxe>Betaalmiddelen>Kaarten>Debetkaarten de wijziging uit.
Ga naar het vak zichtrekening en klik de gewenste diensten aan.
Valideer. 
Na bevestiging van de invoer krijgt men onmiddellijk een statuscode die aangeeft welk gevolg er wordt gegeven aan de aanvraag. 

Mogelijke statuscodes:

Indien ...                                                     Dan ... 

 
Status 0100
Is de aanvraag van de bankkaart/dienst aanvaard.
 
Status 0200
Is de aanvraag van de bankkaart/dienst geweigerd omwille van een blokkering op de rekening (blokkering omwille van ontbreken van documenten).
 
Status 0300/0400
De aanvraag is in onderzoek en wordt nagekeken op de hoofdzetel op dag+1 
 
Status 0500/600
 
 
 
 
 
 
 
 
De aanvraag van de bankkaart/dienst is geweigerd omwille van één van de volgende redenen :
- Blokkering op de rekening
- Verboden diensten op de rekening
- Terugkerende post op de rekening  
(verzendingsadres foutief)
  
 
 
  
 
Procedure voor 091-rekeningen
 
Het is niet mogelijk de wijziging uit te voeren via de kaarttoepassing.Vraag de wijziging aan via het document FORM 1525 ""Aanvraag en beheer debetkaart"".
 
Deze is beschikbaar via Foxe>Administratief>Operationele documenten>Opzoeken documenten: Zoekcriteria = Betalingsverkeer/Kaarten/Debetkaarten. 
​",
3416,Payment Means RCB,Debetkaart: Wijzigingen / Carte de débit: Modifications,Schrappen diensten op een debetkaart,"

Procedure 

Stap
Actie 
 
1
Voer via de toepassing Foxe>Betaalmiddelen>Kaarten>Debetkaarten de wijziging uit. 
 
2
Ga naar het vak zichtrekening en schrap de gewenste diensten. 
Opmerking: In geval van schrapping tijdens de maand januari worden de jaarlijkse kosten van de geschrapte dienst(en) automatisch teruggestort.
 
3
Valideer.

 
Procedure voor 091-rekeningen 

Het is niet mogelijk de wijziging uit te voeren via de kaarttoepassingVraag de wijziging aan via het document FORM 1525 ""Aanvraag en beheer debetkaart"".
Deze is beschikbaar via Foxe>Administratief>Operationele documenten>Opzoeken documenten>Zoekcriteria: Betalingsverkeer>Kaarten>Debetkaarten.
​",
3417,Payment Means RCB,Debetkaart: Wijzigingen / Carte de débit: Modifications,Schrappen / Toevoegen van functies op een debetkaart,"

Wijzigbare functies
Van de dienst Self-Service Banking kan men enkel volgende functies schrappen of toevoegen:  
Geldopvragingen en overschrijvingen op de 1ste zichtrekeningGeldopvragingen voor bijkomende zicht- en/of spaarrekeningen

BC/MC/Maestro en Proton
 
De diensten BC/MC/Maestro en Proton zijn enkel van toepassing op de 1ste zichtrekening. 
 
Op niveau van de BC/MC/Maestro kan men de volgende functies schrappen of toevoegen:  GeldopvragingenBetalingen

Procedure
 
Deze wijzigingen kunnen uitgevoerd worden via: Foxe>Betaalmiddelen>Kaarten>Debetkaarten.

 
Procedure voor 091-rekeningen

Het is niet mogelijk de wijziging uit te voeren via de kaarttoepassing. Vraag de wijziging aan via het document FORM 1525 ""Aanvraag en beheer debetkaart"".
Deze is beschikbaar via Foxe>Administratief>Operationele documenten>Opzoeken documenten>Zoekcriteria: Betalingsverkeer>Kaarten>Debetkaarten. 
​",
3419,Payment Means RCB,Debetkaart: Wijzigingen / Carte de débit: Modifications,Linken en ontlinken van zicht en/of spaarrekening aan een debetkaart,"

Procedure
U kantot 6 zicht- en/of spaarrekeningen linken aan de bankkaart. 
 
Uitzonderingen:  voor 091-rekeningen en budgetkaarten is het niet mogelijk bijkomende zicht- en/of spaarrekeningen te linken aan de kaart voor DSS-kaarten is het niet mogelijk zichtrekeningen te linken
 
Stap
Actie
 
1
Ga naar Foxe>Betaalmiddelen>Kaarten>Debetkaarten>Wijzigingen.
 
2
Selecteer onder ""functionaliteiten SSB"" de zicht- en/of spaarrekeningen welke u wilt linken.
 
3
Valideer. 
Na bevestiging van de invoer krijgt men onmiddellijk een statuscode die aangeeft welk gevolg er wordt gegeven aan de aanvraag. 
 
 
Verschillende statuscodes

Als Status=        Dan...
100                  Deaanvraag van de bankkaart/dienst isaanvaard
200                  Deaanvraag van de bankkaart/dienst isgeweigerd omwille van een blokkering op de
                        rekening of op de actor (blokkering omwille van ontbrekende documenten)
                             =>U dient zelf actie te ondernemen:           
                                 vb. verzenden van de ontbrekende documenten.
                                 Wanneer het probleem is opgelost, wordt de status automatisch aangepast naar 100
300/400          Deaanvraag van de bankkaart/dienst isin onderzoek
                             =>U dient zelf geen actie te ondernemen: 
                                 dit wordt behandeld in de hoofdzetel op D+1
                                 Indien zij niet kunnen of mogen forceren, dan wordt het agentschap telefonisch of via
                                 brief geïnformeerd en wordt de aanvraag uit recyclage gehaald
500/600             Deaanvraag van de bankkaart/dienst isgeweigerd
                             =>U dient zelf actie te ondernemen:
                                  Kijk na in Foxe>Betaalmiddelen>Kaarten>Debetkaarten het detail van de
                                  toegangscontroles na.  Selecteer hiervoor de lijn met de status 0500/0600 en 
                                  kijk via ""wijzigingen"" het detail na.  Het detailscherm deelt het probleem mee.  
                                  Geeft dit scherm u onvoldoende info, kijk in Foxe via Actor/Contract na 
                                  wat de reden van weigering kan zijn 
Schrapping link
Enkel in geval van schrapping van een link, ontvangt de klant een bijlage aan de rekeningafschriften met bevestiging van deze schrapping.

 
 
 
 

 
 
 
 
 
 
 
 
 
 
 
 
 
 
   
 
 
 
 
 
 
 
 
 
 
​",
3422,Payment Means RCB,Debetkaart: Wijzigingen / Carte de débit: Modifications,Wijzigen limieten geldopvragingen en betalingen van de debetkaart,"

Procedure
De limiet wordt gewijzigd op niveau van de bankkaart.
 

Stap
Actie
 
1
Ga naar Foxe>Betaalmiddelen>Kaarten>Debetkaarten>Wijzigingen  
 
2
Ga naar het vak 'Limieten'
 
3
Kies de gewenste limiet welke een veelvoud van 10 euro moet zijn, dit zowel voor geldopvragingen als betalingen. 
De maximum limiet welke u kan toekennen wordt eveneens vermeld. 
De wijziging van de limiet(en) is online van toepassing. 
 
4
Automatisch wordt het document 'wijziging limieten"" in 2 exemplaren (kopie zetel en kopie klant) afgedrukt. 
Beide exemplaren te ondertekenen door:
 - agentschapsmedewerker en
 - kaarthouder (voor onbekwamen en niet-ontvoogde minderjarigen dienen ook de wettelijke vertegenwoordigers de beide documenten te ondertekenen).
Ondertekenen kan elektronisch of manueel. 
 
5
Scan of fax de kopie zetel door naar de zetel en overhandig het andere exemplaar aan de klant. (zie contacts) 
 
Procedure voor 091-rekeningen 

Het is niet mogelijk de wijziging uit te voeren via de kaarttoepassing. Vraagt de wijziging aan via het document FORM 0002 ""Wijziging limieten debetkaart"". 
Deze is beschikbaar via Foxe>Administratief>Operationele documenten>Opzoeken documenten>Zoekcriteria: Betalingsverkeer>Kaarten>Debetkaarten.
​
 ","
indien limietwijziging via telefoon, wordt sinds P44 geen document meer uitgeprint​"
3425,Payment Means RCB,Debetkaart: Wijzigingen / Carte de débit: Modifications,Wijziging taalcode van een debetkaart,"

Principe
De taalcode van de kaart bepaalt de taal op de toestellen. 
Indien men de taalcode wijzigt op de rekening, dient u toch nog een duplicaat van de debetkaart aan te maken. 
 
Wijzigingsprocedure

Stap
Actie
 
1
Ga naar de toepassing Foxe>Betaalmiddelen>Kaarten>Debetkaarten en kies 'Wijzigingen'.
 
2
Ga naar het vak ""Kaartgegevens"" (Taal) en kies de gewenste taalcode. 
 
3
Valideer. 
 
4
Vraag een duplicaat aan via de toepassing Foxe>Betaalmiddelen>Kaarten>Debetkaarten: beheren.
 
Procedure voor 091-rekeningen
Het is niet mogelijk de wijziging uit te voeren via de kaarttoepassing.
Vraag de wijziging aan via het document FORM 1525 ""Aanvraag en beheer debetkaart"".
Deze is beschikbaar via Foxe>Administratief>Operationele documenten>Opzoeken documenten>Zoekcriteria: Betalingsverkeer/Kaarten/Debetkaarten).
​",
3426,Payment Means RCB,Debetkaart: Wijzigingen / Carte de débit: Modifications,Activatie functie omruiling biljetten via SSB op de debetkaart,"

Principe

De functie omruiling laat de klant toe geld te wisselen via de Self-Service Banking
Deze functie is voornamelijk bedoeld is voor deposanten
Men kan ze ook activeren voor andere klanten
 
Let wel: Men mag de functie omruiling enkel activeren, als men beschikt over een geldige handtekening. In geval van een deposant, is dit de handtekening van de lasthebber.
 

Procedure activatie
 
Stap
Actie 
 
1
Ga naar Foxe>Betaalmiddelen>Kaarten>Debetkaarten>Wijzigen.
 
2
Ga naar het vak 'functionaliteiten Self-Service Banking' en vink de functie ""omruiling"" aan. 
 
3
Valideer
 
4
Automatisch drukt de printer het document FORM 1525 ""Aanvraag debetkaart"" af in twee exemplaren (kopie zetel en kopie klant).
Beide exemplaren zijn te ondertekenen door:dekantoormedewerkerde kaarthouder
de rekeninghouder
5
Scan de kopie zetel door naar de zetel en overhandig de andere aan deklant.
 

Procedure voor 091-rekeningen
 
Men kan de wijziging niet uitvoeren via de kaarttoepassing.
Vraag de wijziging aan via het document FORM 1525 ""Aanvraag en beheer debetkaart"". 
Dit document is beschikbaar via: Foxe>administratief>operationele documenten>opzoeken documenten>Zoekcriteria: Betalingsverkeer/Kaarten/Debetkaarten.​",
3429,Payment Means RCB,Debetkaart: Wijzigingen / Carte de débit: Modifications,Activatie Maestro buiten Europa op een debetkaart,"
 
Algemene info
Sinds 17 januari 2011 is de toegang voor Maestro beperkt tot Europa.De kredietkaart wordt voorgesteld als ideaal alternatief.Voor klanten waarvan de aanvraag van een kredietkaart niet wordt aanvaard, of die absoluut geen kredietkaart wensen, kan u de activatie van de toegang buiten Europa inbrengenvia Foxe (maximumperiode van drie maanden)via BDM IOS/Android (Max 3 maanden)   Zie link KDB:BDM - Card Profiler: Gebruik van functies in het buitenland in Belfius Direct Mobileof via geformatteerde mail (indien de periode > drie maanden)  Er wordt steeds een positief gevolg gegeven aan elke vraag tot activatie buiten Europa.  De activatie in Foxe gebeurt online: de klant kan onmiddellijk gebruik maken van de kaart in het buitenland.De klant kan de toegang ook activeren viaBDN maar uitsluitend voor een periode van max 3 maanden
De activatie is gratis.Indien er een nieuwe kaart zichtbaar is in foxe, maar klant is enkel in bezit van ""oude"" kaart  ->> activatie gebeurt op nieuwe maar wordt automatisch geactiveerd op de oude
Opmerking: Het is echter belangrijk dat klanten vóór hun vertrek buiten Europa herinnerd worden aan de beperking van de debetkaarten tot Europa en u de nodige acties (bestelling kredietkaart of activatie debetkaart buiten Europa) tijdig onderneemt. 
Voor een periode < 3 maanden: De dienst activeren in Foxe 
 
U kan dit ook doen voor activaties die in de toekomst moeten plaatsvinden.
 
Stap
Actie
 
1
U opent de Kaarttoepassing Debetkaarten via Foxe - Betaalmiddelen - Kaarten.
2
U voert de gewenste rekening in en selecteert de kaart die u moet uitbreiden.
3
U kiest de optie wijzigen en u vinkt de toegang buiten Europa aan. Vul de gewenste begin- en einddatum in.
4
U valideert uw invoer en bevestigt met OK.
5
Uw invoer zal voor de klant onmiddellijk actief zijn.
 
 
Voor een periode > 3 maanden: Aanvragen via geformatteerde mail 
 
Kan niet in Foxe maar moet via eengeformatteerde mail (naar de dienst Operationeel Beheer Kaarten) 
 
Elke mail die vóór 15u wordt verstuurd, wordt dezelfde dag nog gelezen en onmiddellijk behandeld indien de activatie al de dag nadien moet plaatsvinden.
 
Opgelet! De activaties vinden pas in de loop van de namiddag plaats (het exact tijdstip kan verschillen). 
Indien u dus als begindatum 25 april opgeeft, dan zal de kaart buiten Europa actief zijn op 25 april in de namiddag.
 
 
Dringende activaties 
 
Voor activaties die nog dezelfde dag of de dag nadien in de voormiddag moeten plaatsvinden en die u niet zelf via de kaarttoepassing kan uitvoeren,dient u de dienst Operationeel Beheer Kaarten tecontacteren (zie contacts). 
​","


​"
3430,Payment Means RCB,Debetkaart: Aanvraag - tarifering / Carte de débit: Demande - tarification,"Verwerpingen/Statuscodes, reden van blokkering in Foxe bij aanvraag debetkaart ","
 
Algemeen 
 
Via de kaarttoepassing worden er controles uitgevoerd bij:elke nieuwe aanvraag van kaarttoevoeging van dienst(en)vervanging van een kaartbestelling van nieuwe PIN
 
Het resultaat van deze controles wordt uitgedrukt in een code 'status'. Deze status duidt aan welk gevolg er wordt gegeven aan de aanvraag. 
 
Controles die on-line niet mogelijk zijn, gebeuren achteraf op de zetel. In geval van probleem bij deze technische controles krijgt de aanvraag een nieuwe status.
 
Recycleren
 
Recycleren is het dagelijks automatisch controleren of de aanvraag inmiddels voldoet aan de toekennings- en technische voorwaarden.
 
Recyclageperiodes:
 acties met status 0200, 0300 en 0400= 1 maand;acties met status 0500 en 0600= recycleren enkel indien het een automatische actie (vervanging, aanvraag) is = 15 dagen.
 
Na verloop van de recyclageperiode verdwijnen de gegevens uit de kaarttoepassing.
Indien de rekening/actor nadien voldoet aan de voorwaarden, dient u een nieuwe aanvraag in te voerenvia de toepassing Foxe>Betaalmiddelen>Kaarten>Debetkaarten.
 
 
Controle van de status 
 Invoer: De code status wordt on line via Foxe>Betaalmiddelen>Kaarten>Debetkaarten meegedeeld.Automatische bestellingen of vervangingen: u dient bij voorkeur dagelijks alle verworpen acties te consulteren viade toepassingOverzicht van recyclerende acties (manuele/automatische invoer): Voer uw CI-nummer in in de zone 'zoekcriteria' via Foxe>Betaalmiddelen>Kaarten>Debetkaarten.
 
 
Overzicht statuscodes en te ondernemen acties 
 
De onderstaande tabel toont de eventueel te ondernemen acties bij de diverse statuscodes.
 
Indien status ...
 
Dan...
Actie
0100
Is de aanvraag van de bankkaart/dienst aanvaard.
 
U dient geen actie te ondernemen.
0200
Is de aanvraag van de bankkaart/dienst geweigerd omwille van een blokkering op de rekening of op de actor. (blokkering omwille van ontbreken van documenten).
 
U dient zelf een actie te ondernemen (bv.: verzenden vande ontbrekendedocumenten: aanpassing in Actor/Contract). Wanneer het probleem is opgelost wordt de status automatisch aangepast (status 0100).
0300 en 0400
Is de aanvraag van de bankkaart/dienst is in onderzoek.
U dient geen actie te ondernemen.
Deze worden op dag+1 behandeld op de hoofdzetel.
Indien de zetel niet mag of kan forceren dan wordt u telefonisch of via brief geïnformeerd en wordt de aanvraag uit recyclage gehaald.
 
0500 en 0600
 
 
 
 
 
 
 
 
 
 
 

Status 9999
 
 
 
 
 
Status LOCP
 
 
 
 
 
 
 
 
 
Status LOCM
 
 
Status SKMO
 
 
 
 
Status REMO
 
 
 
 
 
Status 06C1
Is de aanvraag van de bankkaart/dienst geweigerd.
 
 
 
 
 
 
 
U dient zelf een actie te ondernemen. 
Kijk via de toepassing Foxe>Betaalmiddelen>Kaarten>Debetkaarten het detail van de toekenningscontroles na. Selecteer hiervoor de lijn met de staus 0500/0600 en kijk via wijzigingen het detail na.
Het detailscherm deelt het probleem mee.
Indien dit scherm u onvoldoende info verschaft dan kan u steeds via Actor/Contract nagaan wat de eventuele reden van weigering kan zijn.
 
 

de aanvraag is nog niet door de octrooicontroles geweest. Dit is het geval bij aanvragen via scherm 'Beheer Forfaitaire Rekeningen' en aanvragen via BDN.
 
 

de klant heeft gekozen voor een fotokaart, maar heeft de foto via de website nog niet doorgestuurd. Deze aanvraag blijft 5 dagen recycleren.
Indien binnen de 5 dagen er geen foto is doorgestuurd, wordt er een gewone bankkaart aangevraagd.
Wenst de cliënt geen fotokaart meer, moet u eerst in 'Wijzigen' fotokaart uitvinken, en dan een duplicaat bestellen.
 
De batchverwerking is aan de gang.
 
 
Geskimde Kaart : deze kaart wordt geannuleerd na het eerste gebruik van de nieuwe kaart of ten laatste één maand na de skimming datum indien de nieuwe kaart niet werd gebruikt.
 
Remake kaart : deze kaart wordt geannuleerd na het eerste gebruik van de nieuwe kaart of ten laatste drie maanden na de besteldatum van de nieuwe kaart indien deze nog niet werd gebruikt.
 
Rekening geschrapt in referentieel na registratie van de aanvraag van de debetkaart
 
 
 
 
 
 
 
​",
3434,Payment Means RCB,Debetkaart: Blokkering - Deblokkering / Carte de débit: Blocage - déblocage,Niet-afgehaalde kaart,"
 
 
Manuele schrapping 
 
Wanneer de bankkaart na 3 maand (datum creatieis te consulteren viaFoxe>Betaalmiddelen>Kaarten>Debetkaarten: consulteren/diensten) nog in het agentschap ligt (opvolging mogelijk door enveloppe te dagstempelen), kan u de bankkaart annuleren via Foxe>Betaalmiddelen>Kaarten>Debetkaarten>Beheren. 
De bankkaart mag eveneens vernietigd worden in het agentschap. 
 
 
Automatische schrapping 
 
Volgende tabel geeft de automatische schrapping van een bankkaart weer. 
 
Kaarten die vervangen worden ...
worden geschrapt ...
 
Via dagproduktie ( met uitzondering van verzet )
 
90 bankwerkdagen na creatiedatum 
Voor een globale hernieuwing 
90 bankwerkdagen na creatiedatum ( tenzij anders meegedeeld )

 
De automatische schrapping is enkel geldig wanneer de nieuwe bankkaart nog niet gebruikt werd. Bij het eerste gebruik van de nieuwe bankkaart wordt de oude bankkaart onmiddellijk geschrapt. 
 
 
Controle 
 
De onderstaande tabel beschrijft de procedure om de klant te verwittigen voor de automatische schrapping van de bankkaart. 
 
Stap
Actie
 
1
Verwittig de klant telefonisch voor de automatische schrapping ( opvolging eventueel via dagstempeling van de enveloppe van de bankkaart). 
 
2
Maak een bericht aan via CRM dat u een bankkaart dient te overhandigen aan de klant wanneer deze zich aanmeldt aan het loket. 
​",
3435,Payment Means RCB,Debetkaart: Aanvraag - tarifering / Carte de débit: Demande - tarification,Beheer stock Instant Card,"
 
 
Werkwijze

Voer de bestelling in via Foxe>Betaalmiddelen>Kaarten>Stockbeheer van kaarten.
 
U kunt zelf de te bestellen volumes bepalen, hou hiervoor rekening met volgende beperkingen:De bestaande voorraad + de nieuwe bestelling mogen de 60 kaarten niet overschrijdenPer taalcode dient u een veelvoud van 5 kaarten te bestellen
Indien u meer dan 60 kaarten in voorraad wenst te hebben, dan dient u dit aan te vragen via een gemotiveerde mail (zie contacts)
 
 
Foutieve bestelling

U kunt uw bestelling de dag zelf nog annuleren via de functie 'Laatste bestelling'.
 
 
Levering kaarten

De kaarten worden in de regel op D+3 geleverd. De levering vindt plaats per taalregime onder gesloten omslag.
 
 
Schrapping kaart uit de stock 
 
In geval van niet-ontvangst of verlies van één of meerdere kaarten van de stock, kunt u deze kaart(en) via Foxe>Betaalmiddelen>Kaarten>Stockbeheer van kaarten schrappen. Gebruik hiervoor de functie 'Resterende voorraad'.
 
 
Consultatie 
 
U hebt vier consultatiemogelijkheden via Foxe>Betaalmiddelen>Kaarten>Stockbeheer van kaarten :Resterende voorraad: Dit geeft u een overzicht van alle kaarten die nog beschikbaar zijn voor toewijzing.Laatste bestelling: Om een overzicht te krijgen van uw laatste bestellingNieuwe bestelling: Vooraleer u een nieuwe bestelling uitvoert, kunt u nagaan hoeveel kaarten van elke taalcode u nog in stock hebtHistoriek: Hier kan u de reeds toegewezen en geschrapte kaarten consulteren.
​",
3436,Payment Means RCB,Debetkaart: Blokkering - Deblokkering / Carte de débit: Blocage - déblocage,Normalisatie debetkaart,"
 
Algemeen 
Normalisatie is het heractiveren van een kaart die niet meer functioneert omwille van :Ingehouden kaart3 foutieve PIN-pogingen(of 3 maal foutieve geboortedatum)Verzet
 
Werkwijze normaliseren van 3 foutieve PIN-pogingen 
 
Er zijn twee mogelijkheden om 3 foutieve geheime codes of 3 maal een foutieve geboortedatum (= preventiemaatregel tegen fraude shouldersurfing) te normaliseren:
 
De kaarthouder doet een PIN-setting (onmogelijk voor kaarten zonder chip: DSS-kaart). Men mag eender welke code van 4 cijfers invoeren, ook de huidige.
 
Normaliseer de kaart via de toepassing Foxe>Betaalmiddelen>Kaarten>Debetkaarten. De kaarthouder moet aanwezig zijn.Indien dit onmogelijk is (telefonische vraag), dan normaliseert u pas nadat u zich van de identiteit van de kaarthouder hebt verzekerd.
 
 
Werkwijze normaliseren van een verzet 
 
U heeft de mogelijkheid om een verzet te deblokkeren tot de batchverwerking(+/- 17 uur )heeft plaatsgevonden. 
 
Bv. Als u een kaart blokkeert om 17 uur, en batch heeft al gedraaid, dan kan die kaart de dag zelf en ook de dag nadien tot de batchverwerking gedeblokkeerd worden.
 
U selecteert de lijn van de kaart die u net in verzet heeft geplaatst en dus niet de nieuwe lijn van de vervangingskaart. Via de knop Beheren kan u de kaart normaliseren.
 
Dit is niet mogelijk als u reeds een Instant Card heeft aangemaakt. 
Het is evenmin mogelijk als u bij reden van verzet ""skimming"" ziet staan.
 
U mag een kaart in verzet enkel deblokkeren op vraag van de kaarthouder/rekeninghouder en bovendien moet die aanwezig zijn in het agentschap. Vergeet niet om de identiteit te controleren.
​",
3437,Payment Means RCB,Debetkaart: Betwisting verrichting / Carte de débit: Contestation transaction,Recuperatie proton/ protongeschillen,"
 
Ontlading protonsaldo 
De onderstaande tabel beschrijft de ontlading van het protonsaldo.
 
Stap
handeling
1
Controleer via Xenta of de chip van de kaart leesbaar en vrij van blokkering is.
Indien ja, ga door naar stap 2.
Indien nee, ga door naar stap 3.
2
Bij een chip die leesbaar en vrij van blokkering is, kan de klant tot 6 maand na de vervaldag:
de kaart verder gebruiken voor protonbetalingen;
of
het protonsaldo ontladen via Xenta.
of
het protonsaldo van de kaart ontladen via Self-Service Banking. Dit is ook mogelijk voor kaarten die geschrapt werden nadat ze werden vervangen door een kaart met zelfde kaartnummer (na beschadiging, globale hernieuwing, automatische vervangingen door de zetel).
Einde procedure.
3
Stuur de kaart naar de zetel met vraag tot terugstorting protonsaldo via document FOXE 1524 ""protondossiers"". Beschikbaar via Foxe>Administratief>Operationele documenten>Opzoeken documenten (Zoekcriteria = Betalingsverkeer/Kaarten/Debetkaarten)
Het protonsaldo wordt na een wachtperiode van 1 week op de zichtrekening gestort indien de chip onleesbaar is. Het protonsaldo wordt meteen teruggestort indien de chip geblokkeerd is en het protonsaldo leesbaar.
 
 
De volgende tabel geeft de regels weer van protonterugstortingen van ontvangen bankkaarten
 
 
Wanneer het protonsaldo
En het kaarttype is
Dan ...
≥ 1.25 euro
DX2, DHI, DX1, DHP, DXP > 18 jaar
storten we het protonsaldo terug.
< 1.25 euro
DX2 < 18 jaar en DXP < 18 jaar
storten we het protonsaldo terug.
< 1.25 euro
DX2 > 18 jaar en DHP, DHI en DXP > 18 jaar
storten we het protonsaldo niet terug, enkel op uitdrukkelijke aanvraag van de klant.

Opmerking: Klanten met een white-rekening hebben altijd een DHI-kaart. Ook al is de klant dus jonger dan 25 jaar, we storten het protonsaldo niet terug als het saldo < 1,25 euro (tenzij op uitdrukkelijke vraag van de klant).
 
Soorten protongeschillen 
 
Er zijn diverse soorten geschillen. De onderstaande opsomming geeft de meest voorkomende:
 Kaart vernietigd vooraleer het protonsaldo werd afgeladen.Kaart verloren bij verzending naar hoofdzetelKaart verloren na inhouding in een ATM, SSB en/of in VerkoopautomatenOplading 2x gedebiteerdOplading niet op chip en rekening gedebiteerd : De rechtzetting van dit incident bestaat uit het aanmelden van de bankkaart op een SSB. Twee dagen na deze aanbieding , wordt in 99% van deze gevallen, het protonbedrag teruggestort.Aflading niet op rekening en chip op '0'.Aflading niet op rekening en chip niet gedebiteerd : De rechtzetting van dit incident bestaat uit het herproberen van de aflading.
 
Melden van een geschil
 
U dient elke betwisting met vermelding van het soort geschil schriftelijk te melden via het document FOXE 1524 ""protondossiers"". Beschikbaar via Foxe>Administratief>Operationele documenten>Opzoeken documenten (Zoekcriteria = Betalingsverkeer/Kaarten/Debetkaarten)
De behandelingstermijn is afhankelijk van het soort geschil:
Kaart verloren bij verzending of kaart vernietigd: minimum 1 week
Andere geschillen: +/- 2 weken
Verloren of gestolen kaart
 
Als de kaart verloren (door de 'schuld' van de klant) of gestolen is, dan storten wij het protonsaldo niet terug.
​
 ",
3442,Payment Means RCB,Debetkaart: Betwisting verrichting / Carte de débit: Contestation transaction,Betwistingen/incidenten debetkaart,"
 
Betwistingen
Belfius Bank-klanten

Betwistingen ivm verrichtingen ATM/Self-Service Banking/POS/Maestro dienen onmiddellijk worden gemeld aan de zetel. Ook betalingen via internet.
 
Bij de operationele documenten vindt u hiervoor de nodige documten terug via Foxe>Administratief>Operationele documten>Opzoeken documenten>Domein Betalingsverkeer>Kaarten>Debetkaarten.
 

2571: Verklaring van frauduleus gebruik van een debetkkaart2578: Geschil S.S.B. - opvragingen en stortingen
2579: Geschil opvragingen ATM andere Belgische banken en betalingen in België

2580: Geschil Maestro
4468: Betwisting Maestro transactie(s) - kaart nog in bezit van de kaarthouder4469: Betwisting Maestro transactie(s) - kaart verloren, gestolen of niet ontvangen
 
 
Niet-Belfius Bank-klanten

De klant dient zich tot zijn eigen bank (domicilieagentschap) te richten.
 
 
Incidenten bij benzinestations 
 
Betalingen via debetkaarten in benzinestations in het buitenland zijn niet mogelijk aan de buitenstaande betaalterminal. De klant dient steeds binnen bij de handelaar te betalen (via Maestrofunctie).
 
 
Incidenten ivm magneetpiste
 
De magneetpiste van debetkaarten kan niet gecontroleerd worden op technisch defect. U hoeft de kaart dus niet op te sturen voor nazicht.
​",
