intent,expression
payments.question.how.cancel.transaction,"comment j'annule une operation"
payments.question.how.cancel.transaction,comment je peux annuler une transaction bancaire
payments.question.how.cancel.transaction,comment peut on annuler une operation
payments.question.how.cancel.transaction,comment peut on annuler une transaction
payments.question.how.cancel.transaction,comment proceder pour annuler une transaction
payments.question.how.cancel.transaction,comment puis je annuler une transaction
payments.question.how.cancel.transaction,comment puis je supprimer une transaction bancaire
payments.question.how.cancel.transaction,comment supprimer une operation
payments.question.how.cancel.transaction,de quelle facon je peux bloquer une operation bancaire
payments.question.how.cancel.transaction,de quelle facon on arrete une transaction
payments.question.how.cancel.transaction,de quelle facon stopper une transaction bancaire
payments.question.how.cancel.transaction,je souhaite arrete mon operation comment faire
payments.question.how.cancel.transaction,pouvez-vous me montrer comment je stoppe ma transaction
payments.question.how.cancel.transfer,comment annuler mon virement
payments.question.how.cancel.transfer,"comment demander l'annulation de virement"
payments.question.how.cancel.transfer,"comment est-il possible d'arreter un virement"
payments.question.how.cancel.transfer,"comment faire la suppression d'un virement"
payments.question.how.cancel.transfer,comment je peux encore annuler mon virement
payments.question.how.cancel.transfer,comment mon virement peut-il etre supprime
payments.question.how.cancel.transfer,"comment m'y prendre pour stopper un virement"
payments.question.how.cancel.transfer,comment peut-on annuler mon versement
payments.question.how.cancel.transfer,comment puis-je annuler mon versement
payments.question.how.cancel.transfer,comment puis-je annuler un virement
payments.question.how.cancel.transfer,comment puis-je bloquer un virement
payments.question.how.cancel.transfer,comment puis-je stopper un virement
payments.question.how.cancel.transfer,comment puis-je supprimer un virement
payments.question.how.cancel.transfer,commet puis-je faire si je ne veux pas que le virement se poursuive
payments.question.how.cancel.transfer,de quelle facon annuler un virement
payments.question.how.cancel.transfer,de quelle facon peut-on annuler un virement bancaire
payments.question.how.cancel.transfer,pouvez-vous me dire comment je peux annuler mon virement
payments.question.how.cancel.transfer,"pouvez-vous m'expliquer comment je peux supprimer mon virement"
payments.question.how.cancel.transfer,sais-tu comment je peux supprimer ce virement
payments.question.how.cancel.transfer,vous pouvez me dire comment annuler mon virement
payments.report.execute.transfer.error,"encodage d'une erreur dans mon virement"
payments.report.execute.transfer.error,erreur dans mon versement
payments.report.execute.transfer.error,erreur virement
payments.report.execute.transfer.error,faute dans mon virement
payments.report.execute.transfer.error,faute dans versement
payments.report.execute.transfer.error,"introduction d'une versement errone"
payments.report.execute.transfer.error,"j'ai encode un mauvais versement"
payments.report.execute.transfer.error,"j'ai encode un virement errone"
payments.report.execute.transfer.error,"j'ai fait un mauvais virement"
payments.report.execute.transfer.error,"j'ai fait une erreur dans mon virement"
payments.report.execute.transfer.error,"j'ai fait une faute dans mon versement"
payments.report.execute.transfer.error,"j'ai introduit un versement errone"
payments.report.execute.transfer.error,"j'ai introduit un virement fautif"
payments.report.execute.transfer.error,"j'ai mal encode mon virement"
payments.report.execute.transfer.error,mon versement est mal introduit
payments.report.execute.transfer.error,mon virement est fautif
payments.report.execute.transfer.error,mon virement est mal introduit
payments.report.execute.transfer.error,versement errone
payments.report.execute.transfer.error,versement fautif
payments.report.execute.transfer.error,virement errone
payments.report.execute.transfer.error,virement fautif
payments.request.cancel.transaction,annulation de ma transation
payments.request.cancel.transaction,"annulation d'une operation"
payments.request.cancel.transaction,"annuler l'operation"
payments.request.cancel.transaction,annuler mon operation enncodee ce matin
payments.request.cancel.transaction,arreter cette operation
payments.request.cancel.transaction,"j'ai encode une operation et j'aimerais la stopper"
payments.request.cancel.transaction,"j'ai fait des transactions et je veux les supprimer"
payments.request.cancel.transaction,"j'aimerais arreter cette transaction"
payments.request.cancel.transaction,"je souhaite qu'on stoppe mon operation"
payments.request.cancel.transaction,"je souhaite qu'on supprime ma transaction"
payments.request.cancel.transaction,je veux annuler ma transaction
payments.request.cancel.transaction,je veux annuler mon operation
payments.request.cancel.transaction,je veux stopper mon operation
payments.request.cancel.transaction,stopper ma transaction
payments.request.cancel.transaction,stopper une operation
payments.request.cancel.transaction,suppression de mon operation
payments.request.cancel.transaction,"suppression d'une transaction"
payments.request.cancel.transaction,supprimer la transaction encodee hier
payments.request.cancel.transaction,supprimer mon operation
payments.request.cancel.transaction,une operation encodee hier peut-elle etre supprimee
payments.request.cancel.transfer,annulation de virement
payments.request.cancel.transfer,annuler paiement
payments.request.cancel.transfer,annuler un virement ca doit pouvoir se faire
payments.request.cancel.transfer,"j'ai besoin d'annuler un virement"
payments.request.cancel.transfer,"j'ai fait un virement et j'ai besoin de le stopper"
payments.request.cancel.transfer,"j'ai fait un virement et je voudrais l'annuler"
payments.request.cancel.transfer,"j'ai fait un virement que j'ai besoin d'annuler"
payments.request.cancel.transfer,"j'ai fait un virement que je voudrais annuler"
payments.request.cancel.transfer,je dois annuler un virement
payments.request.cancel.transfer,je sais annuler un virement
payments.request.cancel.transfer,je souhaite annuler un virement
payments.request.cancel.transfer,je souhaiterais annuler un virement
payments.request.cancel.transfer,je souhaiterais supprimer un virement
payments.request.cancel.transfer,je veux annuler un virement
payments.request.cancel.transfer,je veux stopper un virement
payments.request.cancel.transfer,je veux supprimer un versement
payments.request.cancel.transfer,je veux supprimer un virement bancaire
payments.request.cancel.transfer,je voudrais annuler mon virement
payments.request.cancel.transfer,je voudrais annuler un virement
payments.request.cancel.transfer,je voudrais stopper un versement
payments.request.cancel.transfer,je voudrais supprimer un virement
payments.request.cancel.transfer,stopper un virement effectue
payments.request.cancel.transfer,suppression de virement
payments.request.cancel.transfer,supprimer un virement
payments.request.cancel.transfer,supprimer un virement bancaire
payments.request.cancel.transfer,virement a annuler
smalltalk.appraisal.thank_you,ca marche merci pour votre aide
smalltalk.appraisal.thank_you,"c'est bon merci"
smalltalk.appraisal.thank_you,"c'est top j'ai les renseignements que je desirais merci"
smalltalk.appraisal.thank_you,cool merci
smalltalk.appraisal.thank_you,grand merci
smalltalk.appraisal.thank_you,"j'ai eu un operateur tout est en ordre merci"
smalltalk.appraisal.thank_you,je te remercie
smalltalk.appraisal.thank_you,je vous remercie
smalltalk.appraisal.thank_you,merci a toi
smalltalk.appraisal.thank_you,merci a vous
smalltalk.appraisal.thank_you,merci bcp pour les renseignements
smalltalk.appraisal.thank_you,merci beaucoup
smalltalk.appraisal.thank_you,merci beaucoup pour ton aide
smalltalk.appraisal.thank_you,merci ca fonctionne
smalltalk.appraisal.thank_you,"merci c'est debloque"
smalltalk.appraisal.thank_you,merci pour les infos
smalltalk.appraisal.thank_you,merci pour les renseignements
smalltalk.appraisal.thank_you,merci pour ton aide
smalltalk.appraisal.thank_you,merci probleme regle
smalltalk.appraisal.thank_you,super merci
smalltalk.appraisal.thank_you,super tres utile
smalltalk.appraisal.thank_you,thank you
smalltalk.appraisal.thank_you,thanks
smalltalk.appraisal.thank_you,un tout grand merci
smalltalk.greetings.goodbye,a bientot
smalltalk.greetings.goodbye,a la prochaine
smalltalk.greetings.goodbye,a plus
smalltalk.greetings.goodbye,aurevoir
smalltalk.greetings.goodbye,bonne journee
smalltalk.greetings.goodbye,bonne nuit
smalltalk.greetings.goodbye,bonne soiree
smalltalk.greetings.goodbye,bye
smalltalk.greetings.goodbye,dort bien
smalltalk.greetings.goodbye,goodbye
smalltalk.greetings.goodbye,ok merci a bientot
smalltalk.greetings.goodbye,ok merci a la prochaine
smalltalk.greetings.goodbye,ok merci a plus
smalltalk.greetings.goodbye,ok merci aurevoir
smalltalk.greetings.goodbye,ok merci bonne nuit
smalltalk.greetings.goodbye,ok parfait bonne journee
smalltalk.greetings.goodbye,parfait merci a bientot
smalltalk.greetings.goodbye,parfait merci aurevoir
smalltalk.greetings.hello,allo
smalltalk.greetings.hello,bonjour
smalltalk.greetings.hello,bonjour a toi
smalltalk.greetings.hello,bonjour bot
smalltalk.greetings.hello,bonsoir
smalltalk.greetings.hello,cc
smalltalk.greetings.hello,coucou
smalltalk.greetings.hello,hello
smalltalk.greetings.hello,hello bot
smalltalk.greetings.hello,"hello l'ami"
smalltalk.greetings.hello,hey
smalltalk.greetings.hello,hi
smalltalk.greetings.hello,ola
smalltalk.greetings.hello,re bonjour
smalltalk.greetings.hello,rebonjour
smalltalk.greetings.hello,resalut
smalltalk.greetings.hello,salut
smalltalk.greetings.hello,salut a tous
smalltalk.greetings.hello,salut bbot
smalltalk.user.no_help_needed,non ca ira
smalltalk.user.no_help_needed,non ca va aller
smalltalk.user.no_help_needed,"non ce n'est pas necessaire"
smalltalk.user.no_help_needed,"non c'est bon"
smalltalk.user.no_help_needed,"non c'est bon merci j'ai trouver la solution"
smalltalk.user.no_help_needed,"non c'est gentil"
smalltalk.user.no_help_needed,"non c'est parfait"
smalltalk.user.no_help_needed,non je retournerai a mon agence pour regler le probleme merci
smalltalk.user.no_help_needed,non merci
smalltalk.user.no_help_needed,non merci ca va aller
smalltalk.user.no_help_needed,non merci je vais contacter la banque demain
smalltalk.user.no_help_needed,"non pas d'autres questions"
smalltalk.user.no_help_needed,non pas de collaborateur
smalltalk.user.no_help_needed,non rien d autre
smalltalk.user.no_help_needed,pas la peine
smalltalk.user.no_help_needed,pas necessaire
unspecified.question.change.limit,"est ce possible d'adapter la limite"
unspecified.question.change.limit,est ce possible de changer la limite
unspecified.question.change.limit,est ce possible de modifier la limite
unspecified.question.change.limit,est-il possible de changer ma limite
unspecified.question.change.limit,est-il possible de modifier une limite
unspecified.question.change.limit,peut-on adapter ma limite
unspecified.question.change.limit,peut-on changer les limites
unspecified.question.change.limit,peut-on modifier ma limite
unspecified.question.change.limit,"peux-tu me dire si l'adaptation de la limite est possible"
unspecified.question.change.limit,peux-tu me dire si on peut adapter les limites
unspecified.question.change.limit,peux-tu modifier les limites
unspecified.question.change.limit,puis-je adapter ma limite
unspecified.question.change.limit,puis-je changer ma limite
unspecified.question.change.limit,puis-je modifier ma limite
unspecified.question.change.limit,sais-tu changer la limite
unspecified.question.change.limit,sais-tu me dire si on peut adapter les limites
unspecified.question.change.limit,sais-tu me dire si on peut modifier les limites
unspecified.question.change.limit,est ce que je peux adapter ma limite
unspecified.question.how.change.limit,comment fait-on pour modifier la limite
unspecified.question.how.change.limit,comment il est possible de changer sa limite
unspecified.question.how.change.limit,comment je fais pour adapter ma limite
unspecified.question.how.change.limit,comment je peux faire pour modifier la limite
unspecified.question.how.change.limit,comment modifier les limites
unspecified.question.how.change.limit,comment on change la limite
unspecified.question.how.change.limit,comment on modifie la limite
unspecified.question.how.change.limit,comment peut-on adapter la limite
unspecified.question.how.change.limit,comment peut-on changer la limite
unspecified.question.how.change.limit,comment puis je adapter ma limite
unspecified.question.how.change.limit,comment puis je changer ma limite
unspecified.question.how.change.limit,comment puis je modifier ma limite
unspecified.question.how.change.limit,de quelle facon on peut modifier la limite
unspecified.question.how.change.limit,de quelle facon proceder pour changer ma limite
unspecified.question.how.change.limit,de quelle maniere changer la limite
unspecified.question.how.change.limit,de quelle maniere je peux adapter ma limite
unspecified.question.how.change.limit,je souhaite savoir comment je peux changer ma limite
unspecified.question.how.change.limit,je souhaite savoir comment je peux modifier ma limite
unspecified.question.how.change.limit,je voudrais savoir comment je peux modifier ma limite
unspecified.question.how.change.limit,procedure pour changer ma limite
unspecified.question.how.raise.limit,comment augmenter la limite
unspecified.question.how.raise.limit,comment augmenter les limites
unspecified.question.how.raise.limit,comment augmenter ma limite
unspecified.question.how.raise.limit,comment elever la limite
unspecified.question.how.raise.limit,comment faire pour augmenter les limites
unspecified.question.how.raise.limit,comment je peux augmenter la limite
unspecified.question.how.raise.limit,comment on augmente la limite
unspecified.question.how.raise.limit,comment on augmente ma limite
unspecified.question.how.raise.limit,comment on remonte la limite
unspecified.question.how.raise.limit,comment peut-on augmenter la limite
unspecified.question.how.raise.limit,comment peut-on remonter la limite
unspecified.question.how.raise.limit,comment puis je augmenter ma limite
unspecified.question.how.raise.limit,comment puis je elever ma limite
unspecified.question.how.raise.limit,comment puis je remonter ma limite
unspecified.question.how.raise.limit,comment remonter la limite
unspecified.question.how.raise.limit,de quelle facon proceder pour augmenter ma limite
unspecified.question.how.raise.limit,est ce possible de savoir comment augmenter la limite
unspecified.question.how.raise.limit,je souhaite savoir comment je peux augmenter ma limite
unspecified.question.how.raise.limit,je voudrais savoir comment je peux augmenter ma limite
unspecified.question.how.raise.limit.phone,comment augmenter la limite avec mon telephone
unspecified.question.how.raise.limit.phone,comment augmenter les limites par telephone
unspecified.question.how.raise.limit.phone,comment augmenter les limites via mon tel mobile
unspecified.question.how.raise.limit.phone,comment augmenter ma limite a partir de mon telephone
unspecified.question.how.raise.limit.phone,comment elever la limite sur mon tel
unspecified.question.how.raise.limit.phone,comment je peux augmenter la limite avec mon tel
unspecified.question.how.raise.limit.phone,comment on augmente la limite par tel
unspecified.question.how.raise.limit.phone,comment on augmente la limite par telephone
unspecified.question.how.raise.limit.phone,comment on remonte la limite via tel
unspecified.question.how.raise.limit.phone,"comment peut-on augmenter la limite a partir d'un telephone"
unspecified.question.how.raise.limit.phone,comment peut-on augmenter la limite a partir par telephone
unspecified.question.how.raise.limit.phone,comment peut-on remonter la limite sur mon tel
unspecified.question.how.raise.limit.phone,comment puis je augmenter ma limite a partir de mon tel
unspecified.question.how.raise.limit.phone,comment puis je elever ma limite via tel
unspecified.question.how.raise.limit.phone,comment puis je remonter ma limite avec mon telephone
unspecified.question.how.raise.limit.phone,comment remonter la limite via tel
unspecified.question.how.raise.limit.phone,de quelle facon proceder pour augmenter ma limite en passant par mon telephone
unspecified.question.how.raise.limit.phone,est ce possible de savoir comment augmenter la limite par telephone
unspecified.question.how.raise.limit-time_duration.monthly,Comment augmenter la limite de votre carte par mois
unspecified.question.how.raise.limit-time_duration.monthly,Comment augmenter la limite mensuelle
unspecified.question.how.raise.limit-time_duration.monthly,comment devrais-je augmenter la limite par mois
unspecified.question.how.raise.limit-time_duration.monthly,Comment devrais-je relever la limite par mois
unspecified.question.how.raise.limit-time_duration.monthly,Comment pouvez-vous relever la limite mensuelle
unspecified.question.how.raise.limit-time_duration.monthly,"comment pouvez-vous retirer plus d'argent par mois"
unspecified.question.how.raise.limit-time_duration.monthly,comment puis-je augmenter la limite mensuelle
unspecified.question.how.raise.limit-time_duration.monthly,"comment puis-je m'assurer que je peux depenser plus en un mois"
unspecified.question.how.raise.limit-time_duration.monthly,comment puis-je remonter la limite de depenses par mois
unspecified.question.how.raise.limit-time_duration.monthly,Comment puis-je remonter la limite mensuelle
unspecified.question.how.raise.limit-time_duration.monthly,"comment puis-je retirer plus d'argent en un mois"
unspecified.question.how.raise.limit-time_duration.monthly,Comment relevez-vous la limite mensuelle
unspecified.question.how.raise.limit-time_duration.monthly,Comment remontez-vous la limite mensuelle
unspecified.question.how.raise.limit-time_duration.monthly,de quelle facon augmenter la limite mensuelle
unspecified.question.how.raise.limit-time_duration.monthly,"de quelle maniere on remonte le montant qu'on peux depenser par mois"
unspecified.question.how.raise.limit-time_duration.monthly,Je veux augmenter la limite par mois comment le faire
unspecified.question.how.raise.limit-time_duration.monthly,Je veux depenser plus par mois comment puis-je augmenter la limite
unspecified.question.how.raise.limit-time_duration.monthly,pouvez-vous me montrer comment augmenter la limite de depense mensuelle
unspecified.question.how.raise.limit-time_duration.monthly,quelles sont les etapes afin de pouvoir depenser plus chaque mois
unspecified.question.lower.limit,est ce possible diminuer la limite
unspecified.question.lower.limit,est-ce possible de reduire la limite
unspecified.question.lower.limit,ma limite peut-elle etre baissee
unspecified.question.lower.limit,ma limite peut-elle etre diminuee
unspecified.question.lower.limit,peut-on baisser ma limite
unspecified.question.lower.limit,peut-on diminuer ma limite
unspecified.question.lower.limit,peut-on reduire ma limite
unspecified.question.lower.limit,peux-tu me dire si je peux baisser la limite
unspecified.question.lower.limit,peux-tu me dire si on peut diminuer les limites
unspecified.question.lower.limit,possible de reduire ma limite
unspecified.question.lower.limit,pouvez-vous diminuer la limite
unspecified.question.lower.limit,puis-je baisser ma limite
unspecified.question.lower.limit,puis-je diminuer ma limite
unspecified.question.lower.limit,puis-je reduire ma limite
unspecified.question.lower.limit,sais-tu si je peux baisser ma limite
unspecified.question.lower.limit,sais-tu si je peux diminuer la limie
unspecified.question.lower.limit,tu sais me dire si je peux reduire ma limite
unspecified.question.raise.limit,"est ce possible d'augmenter la limite"
unspecified.question.raise.limit,est ce possible de remonter la limite
unspecified.question.raise.limit,"est-ce possible d'augmenter la limite"
unspecified.question.raise.limit,la limite peut -elle etre relevee
unspecified.question.raise.limit,la limite peut etre augmentee
unspecified.question.raise.limit,la limite sait-elle etre relevee
unspecified.question.raise.limit,peut-on augmenter ma limite
unspecified.question.raise.limit,"peut-on me dire si l'augmentation de la limite est possible"
unspecified.question.raise.limit,peut-on remonter ma limite
unspecified.question.raise.limit,peux-tu me dire si je peux augmenter la limite
unspecified.question.raise.limit,possible de prevoir une augmentation de ma limite
unspecified.question.raise.limit,possible de remonter mon montant limite
unspecified.question.raise.limit,puis-je avoir une augmentation de limite
unspecified.question.raise.limit,puis-je relever ma limite
unspecified.question.raise.limit,puis-je remonter ma limite
unspecified.question.raise.limit,sais-tu si la limite peut etre augmentee
unspecified.question.raise.limit,sais-tu si le montant limite peut etre remonte
unspecified.question.raise.limit.phone,est ce possible de remonter la limite via tel
unspecified.question.raise.limit.phone,"est-ce possible d'augmenter la limite avec mon telephone"
unspecified.question.raise.limit.phone,la limite peut -elle etre relevee par telephone
unspecified.question.raise.limit.phone,la limite peut etre augmentee par tel
unspecified.question.raise.limit.phone,la limite sait-elle etre relevee via tel
unspecified.question.raise.limit.phone,peut-on augmenter ma limite par telephone
unspecified.question.raise.limit.phone,peut-on me dire si la diminution de la limite est possible par telephone
unspecified.question.raise.limit.phone,peut-on remonter ma limite via mon telephone
unspecified.question.raise.limit.phone,peux-tu me dire si je peux augmenter la limite via telephone
unspecified.question.raise.limit.phone,possible de diminuer la limite par tel
unspecified.question.raise.limit.phone,possible de reduire la limite via tel
unspecified.question.raise.limit.phone,puis-je relever ma limite avec mon telephone
unspecified.question.raise.limit.phone,puis-je remonter ma limite par telephone
unspecified.question.raise.limit.phone,sais-tu si la limite peut etre augmentee par telephone
unspecified.question.raise.limit.phone,sais-tu si la limite peut etre remontee par telephone
unspecified.question.raise.limit.phone,puis-je augmenter ma limite par telephone
unspecified.report.change.limit,"j'ai modifie la limite"
unspecified.report.change.limit,"je m'apercois qu'on a change ma limite"
unspecified.report.change.limit,"je vois que quelqu'un a touche a ma limite"
unspecified.report.change.limit,limite adaptee
unspecified.report.change.limit,ma limite a ete changee
unspecified.report.change.limit,ma limite a ete modifiee
unspecified.report.change.limit,ma limite est adaptee
unspecified.report.change.limit,ma limite est changee
unspecified.report.change.limit,ma limite est differente
unspecified.report.change.limit,ma limite est modifiee
unspecified.report.change.limit,"ma limite n'est plus la meme"
unspecified.report.change.limit,ma limite semble changee
unspecified.report.change.limit,on a adapte ma limite
unspecified.report.change.limit,on a chipote a ma limite
unspecified.report.change.limit,on a modifie ma limite
unspecified.report.change.limit,on a touche a ma limite
unspecified.report.insufficient.balance,"J'ai mon solde qui est insuffisant"
unspecified.report.insufficient.balance,"J'ai un solde insuffisant"
unspecified.report.insufficient.balance,"je m'apercois que mon solde est insuffisant"
unspecified.report.insufficient.balance,"Je n'ai plus assez de solde"
unspecified.report.insufficient.balance,Je pense avoir un limite insuffisant
unspecified.report.insufficient.balance,Je pense avoir un solde insuffisant
unspecified.report.insufficient.balance,"Je veux vous dire que je n'ai pas assez de solde"
unspecified.report.insufficient.balance,"je vois que je n'ai plus assez de solde"
unspecified.report.insufficient.balance,je vois que mon solde est insuffisant
unspecified.report.insufficient.balance,"je vois que mon solde n'est pas assez haut"
unspecified.report.insufficient.balance,"le solde disponible n'est pas assez eleve"
unspecified.report.insufficient.balance,"le solde restant n'est pas assez eleve"
unspecified.report.insufficient.balance,mon solde est insuffisant
unspecified.report.insufficient.balance,"mon solde n'est certainement pas assez eleve"
unspecified.report.insufficient.balance,pas assez de solde
unspecified.report.insufficient.balance,solde insuffisant
unspecified.report.insufficient.balance,"solde n'est pas assez haut"
unspecified.report.insufficient.balance,solde pas assez haut
unspecified.report.insufficient.balance,solde pas suffisant
unspecified.report.insufficient.balance,solde trop bas
unspecified.report.insufficient.limit,"J'ai une limite insuffisante"
unspecified.report.insufficient.limit,"J'ai une limite totalement insuffisante"
unspecified.report.insufficient.limit,"je m'apercois que ma limite est insuffisante"
unspecified.report.insufficient.limit,Je ne peux pas y arriver avec ma limite
unspecified.report.insufficient.limit,Je pense avoir une limite insuffisante
unspecified.report.insufficient.limit,"Je veux vous dire que je n'ai pas assez de fonds"
unspecified.report.insufficient.limit,je vois que ma limite est insuffisante
unspecified.report.insufficient.limit,"je vois que ma limite n'est pas assez haute"
unspecified.report.insufficient.limit,"la limite que j'ai maintenant n'est pas assez elevee"
unspecified.report.insufficient.limit,"le limite disponible n'est pas assez elevee"
unspecified.report.insufficient.limit,limite insuffisante
unspecified.report.insufficient.limit,limite pas assez elevee
unspecified.report.insufficient.limit,limite pas assez haute
unspecified.report.insufficient.limit,limite pas suffisante
unspecified.report.insufficient.limit,limite trop basse
unspecified.report.insufficient.limit,ma limite est trop basse
unspecified.report.insufficient.limit,"ma limite n'est certainement pas assez elevee"
unspecified.report.insufficient.limit,mon limite est insuffisante
unspecified.report.insufficient.limit,pas assez de limite
unspecified.report.insufficient.limit.international-time_duration.weekly,"J'ai atteint ma limite hebdomadaire mais je suis en vacances"
unspecified.report.insufficient.limit.international-time_duration.weekly,"Je ne peux plus depenser d'argent en vacances car je suis a ma limite cette semaine"
unspecified.report.insufficient.limit.international-time_duration.weekly,"Je ne peux plus retirer d'argent cette semaine a l'etranger parce que je suis a la limite"
unspecified.report.insufficient.limit.international-time_duration.weekly,"Je ne suis pas en Belgique et ma limite par semaine n'est pas assez haute"
unspecified.report.insufficient.limit.international-time_duration.weekly,Je recois le message que ma limite par semaine a ete atteinte en vacances
unspecified.report.insufficient.limit.international-time_duration.weekly,"Je suis a la limite de mes depenses pour cette semaine a l'etranger"
unspecified.report.insufficient.limit.international-time_duration.weekly,"Je suis a l'etranger et ma limite hebdomadaire n'est pas assez hausse"
unspecified.report.insufficient.limit.international-time_duration.weekly,"Je suis au maximum des depenses de cette semaine a l'etranger"
unspecified.report.insufficient.limit.international-time_duration.weekly,"Je suis dans un hotel a l'etranger et je ne peux plus payer car je depasse ma limite hebdomadaire"
unspecified.report.insufficient.limit.international-time_duration.weekly,Je suis en conge et ma limite hebdomadaire est atteinte
unspecified.report.insufficient.limit.international-time_duration.weekly,je suis en espagne et ma limite par semaine est trop basse
unspecified.report.insufficient.limit.international-time_duration.weekly,"je suis en vacances en italie et ma limite de la semaine n'est vraiment pas suffisante"
unspecified.report.insufficient.limit.international-time_duration.weekly,"Je suis en vacances et j'ai atteint la limite de ce que je peux depenser en une semaine"
unspecified.report.insufficient.limit.international-time_duration.weekly,"je suis parti en vacances et je ne sais plus avoir d'argent pour cette semaine"
unspecified.report.insufficient.limit.international-time_duration.weekly,Je vois que la limite hebdomadaire est atteinte si je veux faire des achats en vacances
unspecified.report.insufficient.limit.international-time_duration.weekly,"la limite atteinte a l'etranger pour cette semaine"
unspecified.report.insufficient.limit.international-time_duration.weekly,la limite hebdomadaire est trop basse et je ne suis pas actuellement dans le pays
unspecified.report.insufficient.limit.international-time_duration.weekly,"limite hebdomadaire atteinte a l'etranger"
unspecified.report.insufficient.limit.international-time_duration.weekly,"ma limite par semaine est insuffisante et je suis a l'etranger"
unspecified.report.insufficient.limit.international-time_duration.weekly,"ma limite par semaine n'est pas suffisante pour aller a l'etranger"
unspecified.report.insufficient.limit.international-time_duration.weekly,"on ne peut plus retirer de l'argent a l'etranger parce que ma limite hebdomadaire a ete atteinte"
unspecified.report.insufficient.limit-time_duration.weekly,"j'ai atteint la limite de ce que je peux depenser en une semaine"
unspecified.report.insufficient.limit-time_duration.weekly,"J'ai atteint ma limite hebdomadaire"
unspecified.report.insufficient.limit-time_duration.weekly,"je ne sais plus avoir d'argent pour cette semaine"
unspecified.report.insufficient.limit-time_duration.weekly,Je recois le message que ma limite par semaine a ete atteinte
unspecified.report.insufficient.limit-time_duration.weekly,Je suis a la limite de mes depenses pour cette semaine
unspecified.report.insufficient.limit-time_duration.weekly,Je suis au maximum des depenses de cette semaine
unspecified.report.insufficient.limit-time_duration.weekly,Je suis dans un hotel et je ne peux plus payer car je depasse ma limite hebdomadaire
unspecified.report.insufficient.limit-time_duration.weekly,Je vois que la limite hebdomadaire est atteinte si je veux faire des achats
unspecified.report.insufficient.limit-time_duration.weekly,la limite atteinte pour cette semaine
unspecified.report.insufficient.limit-time_duration.weekly,la limite hebdomadaire est trop basse
unspecified.report.insufficient.limit-time_duration.weekly,limite hebdomadaire atteinte
unspecified.report.insufficient.limit-time_duration.weekly,"ma limite de la semaine n'est vraiment pas suffisante"
unspecified.report.insufficient.limit-time_duration.weekly,ma limite hebdomadaire est atteinte
unspecified.report.insufficient.limit-time_duration.weekly,"ma limite hebdomadaire n'est pas assez hausse"
unspecified.report.insufficient.limit-time_duration.weekly,ma limite par semaine est insuffisante
unspecified.report.insufficient.limit-time_duration.weekly,ma limite par semaine est trop basse
unspecified.report.insufficient.limit-time_duration.weekly,"ma limite par semaine n'est pas assez haute"
unspecified.report.insufficient.limit-time_duration.weekly,"ma limite par semaine n'est pas suffisante"
unspecified.report.insufficient.limit-time_duration.weekly,"on ne peut plus retirer de l'argent parce que ma limite hebdomadaire a ete atteinte"
unspecified.report.insufficient.limit-time_duration.weekly,"ma limite par semaine n'est pas assez grande"
unspecified.report.insufficient.limit-time_duration.weekly,"je ne sais pas retirer assez d'argent par semaine"
unspecified.request.change.balance,adaptation solde
unspecified.request.change.balance,adapter mon solde
unspecified.request.change.balance,changement de mon solde
unspecified.request.change.balance,changement solde
unspecified.request.change.balance,changer mon solde
unspecified.request.change.balance,changer solde
unspecified.request.change.balance,"j'aimerais adapter mon solde"
unspecified.request.change.balance,"j'aimerais que mon solde soit change"
unspecified.request.change.balance,"j'aimerais qu'on adapte mon solde"
unspecified.request.change.balance,"j'aimerais qu'on change mon solde"
unspecified.request.change.balance,je souhaite adapter le solde
unspecified.request.change.balance,"je souhaite qu'on adapte mon solde"
unspecified.request.change.balance,"je souhaite qu'on modifie mon solde"
unspecified.request.change.balance,je veux changer mon solde
unspecified.request.change.balance,je veux modifier le solde
unspecified.request.change.balance,"je veux qu'on change mon solde"
unspecified.request.change.balance,"merci d'adapter mon solde"
unspecified.request.change.balance,merci de changer le solde
unspecified.request.change.balance,merci de modifier mon solde
unspecified.request.change.balance,modifier mon solde
unspecified.request.change.balance,faites le changement de mon solde
unspecified.request.change.limit,adapter limite
unspecified.request.change.limit,adapter ma limite
unspecified.request.change.limit,aide pour changer ma limite
unspecified.request.change.limit,changer limite
unspecified.request.change.limit,changer ma limite
unspecified.request.change.limit,changer ma limite en urgence
unspecified.request.change.limit,"j'aimerais adapter ma limite"
unspecified.request.change.limit,"j'aimerais changer ma limite"
unspecified.request.change.limit,je souhaite adapter ma limite
unspecified.request.change.limit,je souhaite modifier ma limite
unspecified.request.change.limit,je souhaite pouvoir adapter la limite
unspecified.request.change.limit,je souhaite pouvoir modifier la limite
unspecified.request.change.limit,je souhaiterais adapter ma limite
unspecified.request.change.limit,je souhaiterais modifier ma limite
unspecified.request.change.limit,je veux adapter ma limite
unspecified.request.change.limit,je veux changer ma limite
unspecified.request.change.limit,je veux modifier ma limite
unspecified.request.change.limit,je veux pouvoir changer ma limite
unspecified.request.change.limit,je veux pouvoir modifier ma limite
unspecified.request.change.limit,je voudrais faire une modification a ma limite
unspecified.request.change.limit,modifier limite
unspecified.request.change.limit,modifier ma limite
unspecified.request.change.limit,veuillez changer ma limite
unspecified.request.change.limit,veuillez modifier  ma limite
unspecified.request.change.limit,adaptation de ma limite
